,"participant.perception","participant.id","participant.code","participant.created_at","updated_at","participant.training_group","experiment_phase","display_order","paradigm.consonant","paradigm.vowel","paradigm.stress","paradigm.human_singular","singular_play_count","paradigm.human_plural","plural_play_count","plural_response","both_responses","participant.year_born","participant.language_background","participant.comments","participant.other_languages","participant.native","participant.gender","pl.exists","consonant","shape","response","devoiced","voiced","group","match","opposite","IPA"
"3777","larbide","652","IOP651","2011-03-27 18:24:22","2011-03-27 18:30:36","mono","testing",42,"k","a","mono","strak",1,"stragni",0,"strokdi","true",1989,"America",,"Spanish","true","Male","TRUE","k","mono",,,0,"mono","FALSE","FALSE","strak"
"3778","larbide","652","IOP651","2011-03-27 18:24:22","2011-03-27 18:30:44","mono","testing",43,"p","i","mono","mip",1,"mibni",0,"mepi","true",1989,"America",,"Spanish","true","Male","TRUE","p","mono",,,0,"mono","FALSE","FALSE","mip"
"3779","larbide","652","IOP651","2011-03-27 18:24:22","2011-03-27 18:30:49","mono","testing",44,"l","o","mono","krol",1,"krolni",0,"krodi","true",1989,"America",,"Spanish","true","Male","TRUE","W","mono",,,0,"mono","FALSE","FALSE","krol"
"3780","larbide","652","IOP651","2011-03-27 18:24:22","2011-03-27 18:30:55","mono","testing",45,"t","a","iamb","n-mat",1,"n-madni",0,"n-modi","true",1989,"America",,"Spanish","true","Male","TRUE","t","iamb",,,0,"mono","FALSE","TRUE","nəmat"
"3781","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:25:44","mono","learning",1,"k","i","mono","nik",1,"nigni",1,,"false",1991,"Mid-West",,"Spanish","true","Female","FALSE","k","mono",,,0,"mono","FALSE","FALSE","nik"
"3782","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:25:50","mono","learning",2,"k","u","mono","huk",1,"hugni",1,,"false",1991,"Mid-West",,"Spanish","true","Female","FALSE","k","mono",,,0,"mono","FALSE","FALSE","huk"
"3783","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:26:11","mono","learning",3,"t","o","mono","zot",1,"zodni",1,,"false",1991,"Mid-West",,"Spanish","true","Female","FALSE","t","mono",,,0,"mono","FALSE","FALSE","zot"
"3784","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:26:18","mono","learning",4,"ng","u","iamb","ch-rung",1,"ch-rungni",1,,"false",1991,"Mid-West",,"Spanish","true","Female","FALSE","W","iamb",,,0,"mono","FALSE","TRUE","ʧəruŋ"
"3785","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:26:27","mono","learning",5,"ng","i","iamb","k-ling",1,"k-lingni",1,,"false",1991,"Mid-West",,"Spanish","true","Female","FALSE","W","iamb",,,0,"mono","FALSE","TRUE","kəliŋ"
"3786","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:26:31","mono","learning",6,"p","o","mono","bop",1,"bobni",1,,"false",1991,"Mid-West",,"Spanish","true","Female","FALSE","p","mono",,,0,"mono","FALSE","FALSE","bop"
"3787","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:26:42","mono","learning",7,"k","a","mono","strak",1,"stragni",1,,"false",1991,"Mid-West",,"Spanish","true","Female","FALSE","k","mono",,,0,"mono","FALSE","FALSE","strak"
"3788","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:26:59","mono","learning",8,"p","u","mono","chup",1,"chubni",1,"chubni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","p","mono","b","p",1,"mono","TRUE","FALSE","ʧup"
"3789","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:27:07","mono","learning",9,"p","a","mono","zap",1,"zabni",1,"zabni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","p","mono","b","p",1,"mono","TRUE","FALSE","zap"
"3790","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:27:16","mono","learning",10,"l","x","iamb","g-tail",1,"g-tailni",1,"g-tailni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","ɡətaɪl"
"3791","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:27:24","mono","learning",11,"r","i","mono","zhir",1,"zhirni",1,"zhirni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","ʒir"
"3792","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:27:31","mono","learning",12,"p","e","mono","sep",1,"sebni",1,"sebni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","p","mono","b","p",1,"mono","TRUE","FALSE","sep"
"3793","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:27:48","mono","learning",13,"t","u","mono","stut",1,"studni",1,"studni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","t","mono","d","t",1,"mono","TRUE","FALSE","stut"
"3794","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:27:58","mono","learning",14,"ng","x","mono","plaing",1,"plaingni",1,"plaiŋni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","plaɪŋ"
"3795","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:28:05","mono","learning",15,"t","o","mono","zhot",1,"zhodni",1,"zhodni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","t","mono","d","t",1,"mono","TRUE","FALSE","ʒot"
"3796","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:28:18","mono","testing",16,"k","x","iamb","r-daik",1,"r-daigni",0,"r-daigni","false",1991,"Mid-West",,"Spanish","true","Female","TRUE","k","iamb","g","k",1,"mono","TRUE","TRUE","rədaɪk"
"3797","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:28:28","mono","testing",17,"t","a","mono","grat",1,"gradni",0,"gradni","false",1991,"Mid-West",,"Spanish","true","Female","TRUE","t","mono","d","t",1,"mono","TRUE","FALSE","ɡrat"
"3798","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:28:33","mono","testing",18,"ng","x","mono","plaing",1,"plaingni",0,"plaiŋni","false",1991,"Mid-West",,"Spanish","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","plaɪŋ"
"3799","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:28:46","mono","testing",19,"r","e","iamb","tr-sher",1,"tr-sherni",0,"tr-shegni","false",1991,"Mid-West",,"Spanish","true","Female","TRUE","W","iamb","g","k",1,"mono","FALSE","TRUE","trəʃer"
"3800","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:28:57","mono","testing",20,"p","i","iamb","k-nip",1,"k-nibni",0,"k-nibni","false",1991,"Mid-West",,"Spanish","true","Female","TRUE","p","iamb","b","p",1,"mono","TRUE","TRUE","kənip"
"3801","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:29:06","mono","testing",21,"k","a","mono","strak",1,"stragni",0,"stragni","false",1991,"Mid-West",,"Spanish","true","Female","TRUE","k","mono","g","k",1,"mono","TRUE","FALSE","strak"
"3802","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:29:17","mono","testing",22,"k","a","iamb","gl-zak",1,"gl-zagni",0,"gl-zagni","false",1991,"Mid-West",,"Spanish","true","Female","TRUE","k","iamb","g","k",1,"mono","TRUE","TRUE","ɡləzak"
"3803","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:29:28","mono","testing",23,"k","x","mono","blaik",1,"blaigni",0,"blaigni","false",1991,"Mid-West",,"Spanish","true","Female","TRUE","k","mono","g","k",1,"mono","TRUE","FALSE","blaɪk"
"3804","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:29:45","mono","testing",24,"t","x","mono","skait",1,"skaidni",0,"skaidni","false",1991,"Mid-West",,"Spanish","true","Female","TRUE","t","mono","d","t",1,"mono","TRUE","FALSE","skaɪt"
"3805","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:29:56","mono","testing",25,"r","a","mono","shar",1,"sharni",0,"shagni","false",1991,"Mid-West",,"Spanish","true","Female","TRUE","W","mono","g","k",1,"mono","FALSE","FALSE","ʃar"
"3806","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:30:04","mono","testing",26,"p","u","iamb","j-lup",1,"j-lubni",0,"j-lubni","false",1991,"Mid-West",,"Spanish","true","Female","TRUE","p","iamb","b","p",1,"mono","TRUE","TRUE","ʤəlup"
"3807","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:30:14","mono","testing",27,"t","a","iamb","fr-dat",1,"fr-dadni",0,"fr-dadni","false",1991,"Mid-West",,"Spanish","true","Female","TRUE","t","iamb","d","t",1,"mono","TRUE","TRUE","frədat"
"3808","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:30:22","mono","testing",28,"p","o","mono","bop",1,"bobni",0,"bobni","false",1991,"Mid-West",,"Spanish","true","Female","TRUE","p","mono","b","p",1,"mono","TRUE","FALSE","bop"
"3809","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:30:26","mono","testing",29,"p","u","mono","chup",1,"chubni",0,"chubni","false",1991,"Mid-West",,"Spanish","true","Female","TRUE","p","mono","b","p",1,"mono","TRUE","FALSE","ʧup"
"3810","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:30:31","mono","testing",30,"ng","u","iamb","ch-rung",1,"ch-rungni",0,"ch-ruŋni","false",1991,"Mid-West",,"Spanish","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","ʧəruŋ"
"3811","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:31:28","mono","testing",31,"p","i","iamb","r-lip",3,"r-libni",0,"rilibni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","p","iamb","b","p",1,"mono","TRUE","TRUE","rəlip"
"3812","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:31:55","mono","testing",32,"l","a","mono","fral",2,"fralni",0,"fralgni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","W","mono","g","k",1,"mono","FALSE","FALSE","fral"
"3813","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:32:49","mono","testing",33,"p","x","mono","braip",6,"braibni",0,"rabni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","p","mono","b","p",1,"mono","TRUE","FALSE","braɪp"
"3814","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:33:12","mono","testing",34,"k","u","iamb","b-chuk",4,"b-chugni",0,"p-chugni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","k","iamb","g","k",1,"mono","TRUE","TRUE","bəʧuk"
"3815","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:33:27","mono","testing",35,"r","o","iamb","ch-bor",2,"ch-borni",0,"ch-borgni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","W","iamb","g","k",1,"mono","FALSE","TRUE","ʧəbor"
"3816","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:33:38","mono","testing",36,"k","o","mono","dok",1,"dogni",0,"dogni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","k","mono","g","k",1,"mono","TRUE","FALSE","dok"
"3817","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:34:04","mono","testing",37,"p","a","iamb","d-rap",1,"d-rabni",0,"drabni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","p","iamb","b","p",1,"mono","TRUE","TRUE","dərap"
"3818","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:34:27","mono","testing",38,"t","i","iamb","s-plit",3,"s-plidni",0,"sepligni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","t","iamb","g","k",1,"mono","FALSE","TRUE","səplit"
"3819","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:34:42","mono","testing",39,"l","o","mono","krol",1,"krolni",0,"krogni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","W","mono","g","k",1,"mono","FALSE","FALSE","krol"
"3820","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:35:05","mono","testing",40,"ng","i","mono","ting",2,"tingni",0,"tigni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","W","mono","g","k",1,"mono","FALSE","FALSE","tiŋ"
"3821","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:35:33","mono","testing",41,"t","o","mono","zhot",1,"zhodni",0,"jodni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","t","mono","d","t",1,"mono","TRUE","FALSE","ʒot"
"3822","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:35:44","mono","testing",42,"p","o","mono","shop",1,"shobni",0,"shobni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","p","mono","b","p",1,"mono","TRUE","FALSE","ʃop"
"3823","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:36:12","mono","testing",43,"t","o","iamb","ch-dot",4,"ch-dodni",0,"ch-dodni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","t","iamb","d","t",1,"mono","TRUE","TRUE","ʧədot"
"3824","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:36:38","mono","testing",44,"ng","i","iamb","k-ling",8,"k-lingni",0,"ku-liŋni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","kəliŋ"
"3825","larbde","653","IWE651","2011-03-27 18:24:41","2011-03-27 18:36:49","mono","testing",45,"ng","i","iamb","d-pling",3,"d-plingni",0,"de-pliŋni","true",1991,"Mid-West",,"Spanish","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","dəpliŋ"
"3826","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:28:33","mono","learning",1,"t","a","mono","grat",1,"gradni",1,,"false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","FALSE","t","mono",,,0,"mono","FALSE","FALSE","ɡrat"
"3827","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:28:52","mono","learning",2,"p","a","mono","zap",1,"zabni",1,,"false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","FALSE","p","mono",,,0,"mono","FALSE","FALSE","zap"
"3828","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:29:08","mono","learning",3,"r","o","iamb","ch-bor",1,"ch-borni",1,,"false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","FALSE","W","iamb",,,0,"mono","FALSE","TRUE","ʧəbor"
"3829","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:29:25","mono","learning",4,"p","u","mono","chup",1,"chubni",1,,"false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","FALSE","p","mono",,,0,"mono","FALSE","FALSE","ʧup"
"3830","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:29:30","mono","learning",5,"r","i","mono","zhir",1,"zhirni",1,,"false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","FALSE","W","mono",,,0,"mono","FALSE","FALSE","ʒir"
"3831","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:29:37","mono","learning",6,"ng","i","iamb","k-ling",1,"k-lingni",1,,"false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","FALSE","W","iamb",,,0,"mono","FALSE","TRUE","kəliŋ"
"3832","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:29:43","mono","learning",7,"p","o","mono","shop",1,"shobni",1,,"false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","FALSE","p","mono",,,0,"mono","FALSE","FALSE","ʃop"
"3833","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:30:03","mono","learning",8,"t","x","mono","pait",1,"paidni",1,"paidni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","t","mono","d","t",1,"mono","TRUE","FALSE","paɪt"
"3834","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:30:16","mono","learning",9,"k","u","mono","huk",1,"hugni",1,"hugni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","k","mono","g","k",1,"mono","TRUE","FALSE","huk"
"3835","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:30:27","mono","learning",10,"k","a","mono","strak",1,"stragni",1,"stragni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","k","mono","g","k",1,"mono","TRUE","FALSE","strak"
"3836","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:30:42","mono","learning",11,"p","u","mono","nup",1,"nubni",1,"nubni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","p","mono","b","p",1,"mono","TRUE","FALSE","nup"
"3837","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:30:54","mono","learning",12,"k","e","mono","glek",1,"glegni",1,"glegni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","k","mono","g","k",1,"mono","TRUE","FALSE","ɡlek"
"3838","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:31:04","mono","learning",13,"l","i","mono","bril",1,"brilni",1,"brilni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","bril"
"3839","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:31:16","mono","learning",14,"m","i","iamb","s-bim",1,"s-bimni",1,"s-bimni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","səbim"
"3840","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:31:27","mono","learning",15,"t","u","mono","prut",1,"prudni",1,"prudni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","t","mono","d","t",1,"mono","TRUE","FALSE","prut"
"3841","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:31:44","mono","testing",16,"p","o","mono","bop",1,"bobni",0,"bodni","false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","p","mono","d","t",1,"mono","FALSE","FALSE","bop"
"3842","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:31:52","mono","testing",17,"p","a","iamb","d-rap",1,"d-rabni",0,"d-rapni","false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","p","iamb","p","p",0,"mono","TRUE","TRUE","dərap"
"3843","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:32:09","mono","testing",18,"k","e","iamb","p-nek",2,"p-negni",0,"p-negni","false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","k","iamb","g","k",1,"mono","TRUE","TRUE","pənek"
"3844","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:32:22","mono","testing",19,"t","i","mono","vit",2,"vidni",0,"vitni","false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","t","mono","t","t",0,"mono","TRUE","FALSE","vit"
"3845","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:32:31","mono","testing",20,"t","a","iamb","fr-dat",1,"fr-dadni",0,"fr-datni","false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","t","iamb","t","t",0,"mono","TRUE","TRUE","frədat"
"3846","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:32:40","mono","testing",21,"ng","e","iamb","t-seng",1,"t-sengni",0,"t-seŋni","false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","təseŋ"
"3847","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:32:52","mono","testing",22,"t","u","mono","prut",1,"prudni",0,"prudni","false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","t","mono","d","t",1,"mono","TRUE","FALSE","prut"
"3848","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:33:01","mono","testing",23,"t","x","iamb","f-hait",1,"f-haidni",0,"f-haidni","false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","t","iamb","d","t",1,"mono","TRUE","TRUE","fəhaɪt"
"3849","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:33:07","mono","testing",24,"r","o","mono","zor",1,"zorni",0,"zorni","false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","zor"
"3850","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:33:15","mono","testing",25,"k","u","mono","huk",1,"hugni",0,"hugni","false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","k","mono","g","k",1,"mono","TRUE","FALSE","huk"
"3851","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:33:25","mono","testing",26,"k","x","iamb","s-paik",1,"s-paigni",0,"s-paigni","false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","k","iamb","g","k",1,"mono","TRUE","TRUE","səpaɪk"
"3852","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:33:46","mono","testing",27,"m","u","iamb","k-num",1,"k-numni",0,"k-numni","false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","kənum"
"3853","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:34:02","mono","testing",28,"k","a","iamb","gl-zak",1,"gl-zagni",0,"gl-zagni","false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","k","iamb","g","k",1,"mono","TRUE","TRUE","ɡləzak"
"3854","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:34:16","mono","testing",29,"p","u","iamb","s-rup",1,"s-rubni",0,"s-rupni","false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","p","iamb","p","p",0,"mono","TRUE","TRUE","sərup"
"3855","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:34:27","mono","testing",30,"r","o","iamb","ch-bor",1,"ch-borni",0,"ch-borni","false",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","ʧəbor"
"3856","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:34:53","mono","testing",31,"p","u","mono","nup",3,"nubni",0,"nupni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","p","mono","p","p",0,"mono","TRUE","FALSE","nup"
"3857","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:35:14","mono","testing",32,"t","o","mono","zot",2,"zodni",0,"zotni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","t","mono","t","t",0,"mono","TRUE","FALSE","zot"
"3858","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:35:32","mono","testing",33,"p","e","mono","sep",2,"sebni",0,"sepni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","p","mono","p","p",0,"mono","TRUE","FALSE","sep"
"3859","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:35:54","mono","testing",34,"p","o","iamb","g-top",2,"g-tobni",0,"g-topni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","p","iamb","p","p",0,"mono","TRUE","TRUE","ɡətop"
"3860","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:36:33","mono","testing",35,"p","e","iamb","t-gep",3,"t-gebni",0,"t-gepni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","p","iamb","p","p",0,"mono","TRUE","TRUE","təɡep"
"3861","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:37:15","mono","testing",36,"r","a","iamb","p-klar",3,"p-klarni",0,"p-klagni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","W","iamb","g","k",1,"mono","FALSE","TRUE","pəklar"
"3862","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:37:43","mono","testing",37,"r","a","mono","shar",1,"sharni",0,"sharni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","ʃar"
"3863","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:37:56","mono","testing",38,"t","u","iamb","kl-put",3,"kl-pudni",0,"k-putni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","t","iamb","t","t",0,"mono","TRUE","TRUE","kləput"
"3864","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:38:02","mono","testing",39,"p","o","mono","shop",1,"shobni",0,"shopni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","p","mono","p","p",0,"mono","TRUE","FALSE","ʃop"
"3865","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:38:17","mono","testing",40,"ng","i","iamb","k-ling",1,"k-lingni",0,"k-laŋni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","W","iamb","W","W",0,"mono","TRUE","TRUE","kəliŋ"
"3866","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:38:39","mono","testing",41,"ng","e","mono","steng",2,"stengni",0,"steŋni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","steŋ"
"3867","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:38:48","mono","testing",42,"m","u","mono","fum",1,"fumni",0,"fumni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","fum"
"3868","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:39:21","mono","testing",43,"l","i","mono","bril",7,"brilni",0,"frilni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","W","mono","W","W",0,"mono","TRUE","FALSE","bril"
"3869","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:40:11","mono","testing",44,"k","x","mono","blaik",4,"blaigni",0,"blikni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","k","mono","k","k",0,"mono","TRUE","FALSE","blaɪk"
"3870","larvid","655","LSW654","2011-03-27 18:27:59","2011-03-27 18:40:19","mono","testing",45,"k","u","mono","fuk",1,"fugni",0,"fukni","true",1988,"West Coast of USA","no","Arabic; Spanish","true","Female","TRUE","k","mono","k","k",0,"mono","TRUE","FALSE","fuk"
"3871","larbeghde","656","DGY655","2011-03-27 19:09:24","2011-03-27 19:10:11","mono","learning",1,"p","e","mono","flep",1,"flebni",1,,"false",1991,"California",,"Farsi","true","Male","FALSE","p","mono",,,0,"mono","FALSE","FALSE","flep"
"3872","larbeghde","656","DGY655","2011-03-27 19:09:24","2011-03-27 19:10:17","mono","learning",2,"k","a","mono","strak",1,"stragni",1,,"false",1991,"California",,"Farsi","true","Male","FALSE","k","mono",,,0,"mono","FALSE","FALSE","strak"
"3873","larbeghde","656","DGY655","2011-03-27 19:09:24","2011-03-27 19:10:20","mono","learning",3,"p","u","mono","chup",1,"chubni",1,,"false",1991,"California",,"Farsi","true","Male","FALSE","p","mono",,,0,"mono","FALSE","FALSE","ʧup"
"3874","larbeghde","656","DGY655","2011-03-27 19:09:24","2011-03-27 19:10:24","mono","learning",4,"t","x","mono","skait",1,"skaidni",1,,"false",1991,"California",,"Farsi","true","Male","FALSE","t","mono",,,0,"mono","FALSE","FALSE","skaɪt"
"3875","larbeghde","656","DGY655","2011-03-27 19:09:24","2011-03-27 19:10:27","mono","learning",5,"t","o","mono","zhot",1,"zhodni",1,,"false",1991,"California",,"Farsi","true","Male","FALSE","t","mono",,,0,"mono","FALSE","FALSE","ʒot"
